23755502	201607	2077.47	19610879	0
73409524	201611	729.64	19610879	0
55038233	201611	10378.52	19610879	0
73409524	201609	3712	19610879	0
55038233	201606	9193	19610879	0
73409524	201610	1665.76	19610879	0
94149067	201605	585	19610879	0
55038233	201608	12746.08	19610879	0
55038233	201612	7471.56	19610879	0
55038233	201611	18391.8	19610879	0
23755502	201609	1248.16	19610879	0
73409524	201609	1009.2	19610879	0
93096717	201607	1000	K2736407	0
93096717	201607	1000	K2736407	0
93096717	201607	619	K2736407	0
88832583	201612	105033.81	BANAMEX	0
18949440	201611	4462.74	BANAMEX	0
64155989	201610	20395.7	BANAMEX	0
30304923	201605	50000	BANAMEX	0
17303359	201608	9976	BANAMEX	0
14343571	201606	120000	BANAMEX	0
57249785	201611	6716.4	BANAMEX	0
17289815	201605	37125	BANAMEX	0
95253028	201612	164560	BANAMEX	0
17868065	201607	22376.56	BANAMEX	0
34261147	201607	5800	BANAMEX	0
25676520	201608	93906.9	BANAMEX	0
17328597	201604	68811.55	BANAMEX	0
89806284	201604	1836911.73	BANAMEX	0
19156390	201608	9522.44	BANAMEX	0
17116032	201603	1160	BANAMEX	0
19389002	201610	304950.17	BANAMEX	0
81821654	201610	4633.53	BANAMEX	0
57249785	201605	550000	BANAMEX	0
26618889	201606	92132.89	BANAMEX	0
70858212	201612	28880.15	BANAMEX	0
34167697	201605	61360.25	BANAMEX	0
67550542	201605	61.92	BANAMEX	0
17937553	201605	85086.8	BANAMEX	0
90448117	201604	1609.5	BANAMEX	0
98919781	201604	14105	BANAMEX	0
14262224	201607	2088	BANAMEX	0
19243305	201610	3257.28	BANAMEX	0
83730261	201611	6214.06	BANAMEX	0
19203426	201608	1000	BANAMEX	0
48466453	201612	1499	BANAMEX	0
90448117	201606	1392	BANAMEX	0
63693316	201612	1612.34	BANAMEX	0
18457398	201609	508.84	BANAMEX	0
86105564	201604	13800	BANAMEX	0
22523989	201606	12180	BANAMEX	0
14058450	201607	5745.88	BANAMEX	0
17492862	201607	672.8	BANAMEX	0
18143077	201701	20000	BANAMEX	0
37401250	201609	89230	BANAMEX	0
22877264	201608	122623.8	BANAMEX	0
92006256	201606	58000	BANAMEX	1
90511324	201608	11648.39	BANAMEX	0
18494081	201607	37000	BANAMEX	0
49545632	201608	2465	BANAMEX	0
26177812	201610	3422	BANAMEX	0
77209416	201611	4249764.74	BANAMEX	0
17288951	201608	3700	BANAMEX	0
48226998	201609	82979.42	BANAMEX	0
71532293	201612	10022.4	BANAMEX	0
72243739	201610	12412	BANAMEX	0
70691482	201604	3360	BANAMEX	0
32018808	201610	1316	BANAMEX	0
21157774	201607	645.3	BANAMEX	0
21222387	201611	7052.8	BANAMEX	0
48226998	201607	1000000	BANAMEX	0
86105564	201608	2400	BANAMEX	0
26858450	201612	146928.76	BANAMEX	0
82016575	201611	1891.24	BANAMEX	0
89469933	201604	9997.02	BANAMEX	0
34290942	201611	5000000	BANAMEX	0
79010006	201606	1238937.29	BANAMEX	0
21019387	201611	5866.36	BANAMEX	0
39394247	201611	474727.68	BANAMEX	0
17059727	201701	13630	BANAMEX	0
71457588	201610	600000	BANAMEX	0
22368245	201607	6531.79	BANAMEX	0
91017983	201607	320000	BANAMEX	0
13171207	201608	8584	BANAMEX	0
21902581	201608	5889.35	BANAMEX	0
93756221	201605	40600	BANAMEX	0
20832206	201606	1000000	BANAMEX	0
15917238	201612	93217.04	BANAMEX	0
53798484	201612	20797.87	BANAMEX	0
17251402	201611	14305.4	BANAMEX	0
97359762	201611	48544.84	BANAMEX	0
17793141	201608	18423.07	BANAMEX	0
81024565	201606	12968	BANAMEX	0
19632577	201608	3978.8	BANAMEX	0
18653544	201609	900000	BANAMEX	0
11540962	201612	542864.92	BANAMEX	0
95245613	201609	12500	BANAMEX	0
11627606	201611	70000	BANAMEX	0
17331842	201609	5588.55	BANAMEX	0
17289569	201611	181542.33	BANAMEX	0
20858102	201604	1672.42	BANAMEX	0
21486520	201609	2000000	BANAMEX	0
33690452	201604	47239.09	BANAMEX	0
21172903	201607	7540	BANAMEX	0
67271162	201608	10208	BANAMEX	0
91017983	201604	1412.28	BANAMEX	0
36611079	201701	75000	BANAMEX	0
21172903	201609	700000	BANAMEX	0
17699867	201610	473238.29	BANAMEX	0
90448117	201609	4872	BANAMEX	0
12223040	201611	24253.73	BANAMEX	0
18637861	201604	80000	BANAMEX	0
17153976	201610	183567.68	BANAMEX	0
19186933	201604	839142.27	BANAMEX	0
97199648	201606	6256	BANAMEX	0
83704599	201610	500000	BANAMEX	0
19422329	201608	120000	BANAMEX	0
19389002	201605	26878.59	BANAMEX	0
15327921	201612	266333.88	BANAMEX	0
17059613	201607	3843.2	BANAMEX	0
19020671	201609	5140	BANAMEX	0
94799296	201612	7424	BANAMEX	0
50584639	201605	9970.88	BANAMEX	0
17912498	201605	30450	BANAMEX	0
11592447	201608	4690.4	BANAMEX	0
88142582	201608	100730.58	BANAMEX	0
20980859	201605	50000	BANAMEX	0
17262052	201609	10455.03	BANAMEX	0
15775987	201612	200000	BANAMEX	0
57249785	201608	5673.41	BANAMEX	0
49287121	201607	277351.51	BANAMEX	0
13146124	201612	37000	BANAMEX	0
38767383	201611	500000	BANAMEX	0
22741523	201605	1000	51903277	0
22741523	201607	1000	51903277	0
22741523	201611	1000	51903277	0
22741523	201609	1000	51903277	0
22741523	201604	1000	51903277	0
22741523	201605	1000	51903277	0
22741523	201604	1000	51903277	0
22741523	201608	1000	51903277	0
10285866	201604	13340	36001974	0
10285866	201604	5916	36001974	0
21634569	201606	255000	B0804842	0
58006126	201611	15775		0
26618889	201609	499		0
17232304	201608	104205.54		0
62531431	201701	1420		0
51767695	201612	14912.67		0
22188765	201604	2470		0
35403323	201610	6441.15		0
24818445	201612	500		0
97359762	201604	4000		0
19210257	201612	20854		0
30294235	201607	26390		0
60986645	201610	17944.22		0
17483205	201605	1499		0
38239488	201606	959942.42		0
94339128	201604	62		0
21766005	201612	8885.6		0
11020304	201612	10950		0
18307902	201607	128800		0
18671569	201609	173078.25		0
51767695	201610	11733.4		0
17235080	201701	118637.4		0
21893315	201612	300000		0
81544232	201609	999		0
17645048	201611	48286.89		0
17114745	201604	29748		0
36792413	201604	13006.8		0
25726051	201611	20684.83		0
13358987	201607	75207.83		0
77744511	201606	146657.93		0
21777279	201607	2570295		0
17775651	201608	50000		0
37156354	201611	140292.92		0
94133106	201604	3275		0
17630691	201611	79761.6		0
17116240	201611	263404.57		0
18730079	201609	10457		0
64047020	201605	148844.77		0
10070921	201606	68946.59		0
19216863	201607	34438.93		0
17279828	201612	3094		0
31887734	201604	1052000		0
17328703	201611	12320.6		0
14235512	201604	449		0
14401867	201611	530210.44		0
52924664	201610	400850.39		0
19804149	201606	299998.62		0
68158490	201608	3060		0
12236320	201608	590356		0
18457398	201607	150000		0
11628975	201610	102161.11		0
35843949	201610	57429.36		0
13171207	201604	4942.1		0
71512774	201604	369816.1		0
24227677	201607	67201.5		0
10721869	201611	823928.66		0
26177812	201612	12175.42		0
17053031	201604	44618.2		0
39339331	201604	58410.81		0
15536087	201609	63000		0
17919427	201609	157790.9		0
24227677	201607	13810		0
17279828	201606	2087		0
63164803	201611	799		0
94339128	201609	695.02		0
21381616	201609	690000		0
17289887	201610	29502.92		0
19051652	201603	127715		0
17578279	201612	103		0
23338580	201607	227177.2		0
17775651	201612	12653.13		0
17752906	201610	992		0
32018808	201611	26635.68		0
24264943	201606	127909.76		0
15802588	201610	14526.54		0
31633703	201611	444915		0
90355684	201606	12658		0
22926537	201612	1947		0
33846408	201605	175378.5		0
87969919	201612	20000		0
98142931	201607	11498		0
17766103	201611	405206.06		0
17933049	201605	16573		0
24264970	201604	2750		0
17279828	201610	2087		0
24004349	201605	8717.4		0
81024565	201610	499		0
17767584	201609	131268		0
17116240	201609	8750		0
74741100	201612	16606.78		0
75633818	201611	259		0
20825492	201611	90000		0
39336656	201606	736840		0
90425685	201606	15406		0
10740572	201608	123837.96		0
17955593	201612	1817.11		0
19422329	201610	890030.73		0
23379282	201611	4059.45		0
37070871	201606	58356.82		0
17279828	201604	619		0
13626109	201608	30031.36		0
17230045	201612	17102.35		0
37185992	201607	120296		0
17116240	201611	990.64		0
21766005	201607	14271.02		0
25984507	201609	502860		0
17226779	201609	71121		0
78579707	201611	549.01		0
78345870	201609	499		0
11339139	201612	93652.08		0
21277151	201605	49		0
18669535	201606	75848		0
35228507	201604	354		0
22056817	201609	28432.9		0
64340327	201605	259740		0
17262826	201605	14326.34		0
22188765	201607	5177.8		0
17766345	201510	8089		0
52356321	201611	6787.95		0
71745658	201606	313.2		0
17123295	201607	389908.7		0
21439081	201611	10652.81		0
24176554	201607	11712.99		0
19051652	201611	199		0
32018808	201607	3592.06		0
18524560	201611	5718136.17		0
18003089	201608	300		0
21886661	201612	972020.14		0
32612395	201606	5005		0
17279828	201611	2087		0
60986645	201604	20394.08		0
21564330	201610	23589.39		0
17630691	201605	69729.92		0
21893315	201608	270000		0
